title,release_date,genre,director,duration,imdb_id,country,year
Phantom Quest Corp.,1994-01-01T00:00:00Z,fantasy anime and manga,,32,tt0111811,Japan,1994
Raising Hell,1994-01-01T00:00:00Z,heavy metal,,,tt0304203,,1994
Lupin the Third: Dragon of Doom,1994-07-29T00:00:00Z,,Masaharu Okuwaki,,tt0450493,Japan,1994
K.O. Beast,1994-01-01T00:00:00Z,"action anime and manga, adventure anime and manga, comedy anime and manga, fantasy anime and manga, mecha, post-apocalyptic anime and manga, science fiction anime and manga",,,tt0104582,Japan,1994
Patlabor 2: The Movie,1994-02-04T00:00:00Z,"action film, mecha, science fiction film",Mamoru Oshii,108,tt0124770,Japan,1994
Dragon Knight 4,1994-02-25T00:00:00Z,"eroge, tactical role-playing game, visual novel",,,tt0384056,Japan,1994
Angel of Darkness,1994-01-01T00:00:00Z,"hentai, horror anime and manga",,,tt0192162,Japan,1994
Armored Trooper Votoms,1994-01-01T00:00:00Z,"action anime and manga, drama anime and manga, mecha",,,tt0085092,Japan,1994
Live! Tonight! Sold Out!!,1994-11-15T00:00:00Z,grunge,Kevin Kerslake,,tt0239723,United States,1994
Sabotage,1994-01-28T00:00:00Z,,,,,,1994
Crayon Shin-chan: The Hidden Treasure of the Buri Buri Kingdom,1994-01-01T00:00:00Z,action film,Mitsuru Hongo,96,tt0477602,Japan,1994
Debutante Detective Corps,1996-01-01T00:00:00Z,action anime and manga,,,,,1996
Q118414845,1996-03-06T00:00:00Z,pop music,,,,Japan,1996
Eiga Nintama Rantarō,1996-06-29T00:00:00Z,,,,,Japan,1996
Whisper of the Heart,1996-12-13T00:00:00Z,"adventure film, coming-of-age film, drama anime and manga, drama film, love triangle romance, romance film, slice of life",Yoshifumi Kondō,111,tt0113824,Japan,1996
Sonic the Hedgehog,1996-01-01T00:00:00Z,action anime and manga,"Gary Dehan, Kazunori Ikegami",54,tt0237765,Japan,1996
A Close Shave,1996-03-07T00:00:00Z,"children's film, comedy, comedy film, family film, fantasy film",Nick Park,31,tt0112691,United Kingdom,1996
Samson and Delilah,1996-01-01T00:00:00Z,"biographical film, drama film",Nicolas Roeg,172,tt0117547,Germany,1996
Bombing at Km. 92,1996-01-01T00:00:00Z,action film,,94,tt0507389,Germany,1996
Roujin Z,1996-01-05T00:00:00Z,"comedy drama anime and manga, science fiction anime and manga",Hiroyuki Kitakubo,80,tt0102812,Japan,1996
Leningrad Cowboys: Leningrad,1996-01-01T00:00:00Z,music video,Sakke Järvenpää,5,tt11591504,Finland,1996
Tenchi the Movie: Tenchi Muyo in Love,1996-01-01T00:00:00Z,"adventure anime and manga, fantasy anime and manga, harem",Hiroshi Negishi,95,tt0117876,Japan,1996
Gulliver's Travels,1996-02-04T00:00:00Z,television series based on a novel,Charles Sturridge,180,tt0115195,United States,1996
6th Avenue Heartache,1996-01-01T00:00:00Z,,David Fincher,,tt6663686,United States,1996
The Beast,1996-01-01T00:00:00Z,"horror film, television series based on a novel",Jeff Bleckner,,tt0115109,United States,1996
Dorami & Doraemons: Robot School's Seven Mysteries,1996-03-02T00:00:00Z,adventure film,Yoshitomo Yonetani,31,tt1270627,Japan,1996
Slayers Return,1996-01-01T00:00:00Z,"adventure anime and manga, comedy anime and manga, fantasy anime and manga, fantasy film","Hiroshi Watanabe, Kunihiko Yuyama",60,tt0161979,Japan,1996
Q136144422,1996-01-01T00:00:00Z,,,,,Brazil,1996
Pilot,1996-10-25T00:00:00Z,,David Nutter,,tt0648251,,1996
Jigoku Sensei Nūbē,1996-07-06T00:00:00Z,,,,tt4164722,Japan,1996
Bad Day,1996-01-01T00:00:00Z,,,,,,1996
Junk Boy,1996-09-24T00:00:00Z,"comedy film, ecchi",Katsuhisa Yamada,45,tt0264741,Japan,1996
Alien from the Darkness,1996-01-01T00:00:00Z,hentai,,,tt0421577,Japan,1996
The Rapeman,1996-01-01T00:00:00Z,hentai,,,tt0287649,Japan,1996
The Ring,1996-01-01T00:00:00Z,"drama film, film based on a novel",Armand Mastroianni,,tt0115150,United States,1996
Love Don't Live Here Anymore,1996-01-01T00:00:00Z,,Jean-Baptiste Mondino,5,tt6673364,,1996
Black Jack,1996-05-22T00:00:00Z,science fiction anime,"Fumihiro Yoshimura, Osamu Dezaki",92,tt0106421,Japan,1996
Neighborhood Story,1996-03-02T00:00:00Z,,Junji Shimizu,30,,Japan,1996
How Deep Is Your Love,1996-01-01T00:00:00Z,,,,,United Kingdom,1996
Doraemon: Nobita and the Spiral City,1996-01-01T00:00:00Z,"adventure anime, fantasy anime, gag anime, science fiction anime",Tsutomu Shibayama,98,tt1147510,Japan,1996
Someday,1996-01-01T00:00:00Z,,,,,United Kingdom,1996
Shin Reyon Densetsu: Shikkoku no Majin,1996-09-27T00:00:00Z,hentai,,,,Japan,1996
Ninja Cadets,1996-01-01T00:00:00Z,"comedy film, comedy television program",,,tt2312134,Japan,1996
Q131446377,1996-01-01T00:00:00Z,,,,,,1996
Q131446388,1996-01-01T00:00:00Z,,,,,,1996
Someday,1996-01-01T00:00:00Z,,Antoine Fuqua,,tt8680916,United States,1996
The Strings,1996-01-01T00:00:00Z,surrealist cinema,Ivan Maximov,6,tt6055130,Russia,1996
Spring and Chaos,1996-01-01T00:00:00Z,"drama anime and manga, fantasy anime and manga",Shōji Kawamori,56,tt0223503,Japan,1996
Lupin the Third: The Legend of Twilight Gemini,1996-08-02T00:00:00Z,,Gisaburō Sugii,90,tt0363140,Japan,1996
Firestarter,1996-01-01T00:00:00Z,,,,tt7458668,United Kingdom,1996
Mutant Turtles: Superman Legend,1996-05-21T00:00:00Z,"adventure anime and manga, comedy anime and manga, science fiction anime and manga",,,tt0145104,Japan,1996
Pilot,1996-09-13T00:00:00Z,,Michael Lembeck,,tt0574208,,1996
Rusalka,1996-01-01T00:00:00Z,fantasy,Aleksandr Petrov,10,tt0130860,Russia,1996
Crayon Shin-chan: Great Adventure in Henderland,1996-01-01T00:00:00Z,children's film,Mitsuru Hongo,96,tt2643796,Japan,1996
Legend of the Blue Wolf,1996-01-01T00:00:00Z,pornographic film,,,tt0832450,Japan,1996
Leonardo da Vinci,1996-01-01T00:00:00Z,,Richard Rich,30,tt0956176,United States,1996
Toire no Hanako-san,1996-06-29T00:00:00Z,horror anime and manga,,,,Japan,1996
Parade Parade,1996-01-01T00:00:00Z,"comedy film, hentai, musical film, yuri",,,tt0363874,Japan,1996
One Headlight,1996-10-01T00:00:00Z,,,5,tt7213372,United States,1996
Come and Get Your Love,1996-01-01T00:00:00Z,,Wayne Isham,,tt7243470,United States,1996
X,1996-08-03T00:00:00Z,drama film,Rintaro,97,tt0118200,Japan,1996
Trainspotting,1996-01-01T00:00:00Z,buddy film,Danny Boyle,94,tt0117951,United Kingdom,1996
Independence Day,1996-10-02T00:00:00Z,disaster film,Roland Emmerich,138,tt0116629,United States,1996
Still D.R.E.,1999-09-28T00:00:00Z,"G-funk, West Coast hip-hop, gangsta rap",,270,,United States,1999
The Old Man and the Sea,1999-07-03T00:00:00Z,"drama film, film based on a novel",Aleksandr Petrov,20,tt0207639,Japan,1999
MeiKing,1999-01-01T00:00:00Z,hentai,,,,Japan,1999
Patlabor 2: The Movie,1999-07-15T00:00:00Z,"action film, mecha, science fiction film",Mamoru Oshii,108,tt0124770,Japan,1999
Yu-Gi-Oh!,1999-03-06T00:00:00Z,"action film, comedy film, fantasy film",Junji Shimizu,,tt2488310,Japan,1999
Lupin III: The Columbus Files,1999-01-01T00:00:00Z,,Shinichi Watanabe,,tt0461571,Japan,1999
Sandstorm,1999-01-01T00:00:00Z,trance,Juuso Syrjä,233,tt6012482,Finland,1999
Gundress,1999-03-20T00:00:00Z,,Katsuyoshi Yatabe,,tt0331508,Japan,1999
Digimon Adventure,1999-03-06T00:00:00Z,"action anime and manga, action film",Mamoru Hosoda,20,tt2049430,Japan,1999
Case Closed: The Last Wizard of the Century,1999-04-17T00:00:00Z,"adventure film, crime film, mystery film","Kenji Kodama, Yasuichiro Yamamoto",100,tt1067920,Japan,1999
Tenchi Forever! The Movie,1999-01-01T00:00:00Z,"adventure anime and manga, fantasy anime and manga, harem",Hiroshi Negishi,95,tt0205451,Japan,1999
Pokémon: Pikachu's Rescue Adventure,1999-01-01T00:00:00Z,,Kunihiko Yuyama,20,tt0210235,Japan,1999
Words Worth,1999-01-01T00:00:00Z,"eroge, fantasy anime and manga, harem, hentai, visual novel",,,,Japan,1999
A Close Shave,1999-07-13T00:00:00Z,"children's film, comedy, comedy film, family film, fantasy film",Nick Park,31,tt0112691,United Kingdom,1999
Kochira Katsushika-ku Kamearikouen-mae Hashutsujo: The Movie,1999-12-23T00:00:00Z,comedy film,Shinji Takamatsu,,tt0216859,Japan,1999
Amazing Nurse Nanako,1999-01-01T00:00:00Z,"comedy anime and manga, ecchi, science fiction anime and manga",,30,tt0331581,Japan,1999
Pokémon The Movie 2000,1999-07-17T00:00:00Z,"adventure film, fantasy film",Kunihiko Yuyama,81,tt0210234,Japan,1999
Double Life,1999-01-01T00:00:00Z,,,,,,1999
Adieu Galaxy Express 999,1999-12-16T00:00:00Z,anime film,Rintaro,130,tt0184881,Japan,1999
Perfect Blue,1999-08-20T00:00:00Z,"mystery anime, police procedural film, thriller anime",Satoshi Kon,81,tt0156887,Japan,1999
Cat Soup Theater,1999-11-26T00:00:00Z,anime,,,tt8893624,Japan,1999
The Grim Adventures of Billy & Mandy: Meet the Reaper,1999-01-01T00:00:00Z,,Maxwell Atoms,,tt6502212,United States,1999
No Scrubs,1999-01-01T00:00:00Z,,Hype Williams,,tt6718926,United States,1999
Samurai Spirits 2: Asura Zanmaden,1999-01-01T00:00:00Z,"action anime and manga, adventure anime and manga",,56,tt0234650,Japan,1999
She and Her Cat,1999-01-01T00:00:00Z,"drama anime and manga, drama film",Makoto Shinkai,5,tt0373960,Japan,1999
My Neighbors the Yamadas,1999-07-17T00:00:00Z,comedy anime and manga,Isao Takahata,104,tt0206013,Japan,1999
Sol Bianca: The Legacy,1999-01-01T00:00:00Z,,,,tt0272299,Japan,1999
A.LI.CE,1999-01-01T00:00:00Z,"science fiction anime and manga, science fiction film",,85,tt0254950,Japan,1999
Sugar Hill,1999-01-01T00:00:00Z,,,,tt0196294,,1999
Cardcaptor Sakura: The Movie,1999-08-21T00:00:00Z,"children's film, fantasy anime and manga, fantasy film, magical girl",Morio Asaka,79,tt0301082,Japan,1999
Pilot,1999-10-06T00:00:00Z,,,,tt0690284,,1999
Adolescence of Utena,1999-01-01T00:00:00Z,"LGBT-related film, animated film with LGBT character(s)",Kunihiko Ikuhara,85,tt0243558,Japan,1999
Lupin the Third: The Legend of Twilight Gemini,1999-10-24T00:00:00Z,,Gisaburō Sugii,90,tt0363140,Japan,1999
Crayon Shin-chan: Explosion! The Hot Spring's Feel Good Final Battle,1999-01-01T00:00:00Z,science fiction film,Keiichi Hara,88,tt2643818,Japan,1999
Payback,1999-09-20T00:00:00Z,,Jean de Segonzac,,tt0629700,,1999
Space Pilot 3000,1999-03-28T00:00:00Z,,"Gregg Vanzo, Rich Moore",20,tt0584449,United States,1999
If You Had My Love,1999-01-01T00:00:00Z,,Paul Hunter,,tt6602654,United States,1999
Daddy DJ,1999-01-01T00:00:00Z,electronic dance music,,,,France,1999
Help Wanted,1999-05-01T00:00:00Z,,"Alan Smart, Nick Jennings, Stephen Hillenburg",8,tt0707293,United States,1999
Death Has a Shadow,1999-01-31T00:00:00Z,animated sitcom,Peter Shin,,tt0576927,United States,1999
Pilot,1999-09-22T00:00:00Z,,Thomas Schlamme,,tt0745667,,1999
City Of,1999-10-05T00:00:00Z,,Joss Whedon,,tt0512834,,1999
Digimon Adventure: Our War Game!,1999-01-01T00:00:00Z,action film,Mamoru Hosoda,40,tt0313441,Japan,1999
"Right Here, Right Now",1999-01-01T00:00:00Z,,Garth Jennings,4,tt7230048,United Kingdom,1999
Q63498366,1999-01-01T00:00:00Z,,Bruno Bozzetto,,tt1309651,Italy,1999
Vampire Hunter D: Bloodlust,2000-10-31T00:00:00Z,"fantasy film, film based on a novel, horror anime and manga, horror film, post-apocalyptic film, science fiction anime and manga, vampire anime and manga, vampire film",Yoshiaki Kawajiri,103,tt0216651,Japan,2000
Ah! My Goddess: The Movie,2000-10-21T00:00:00Z,"drama anime and manga, drama film, fantasy anime and manga, fantasy film, romance anime and manga, romance film",Hiroaki Gōda,105,tt0265018,Japan,2000
Biohazard 4D-Executer,2000-01-01T00:00:00Z,"biopunk, horror film, zombie film",Koichi Ohata,20,tt0460411,Japan,2000
Case Closed: Captured in Her Eyes,2000-04-22T00:00:00Z,"adventure film, crime film, mystery film",Kenji Kodama,100,tt1068773,Japan,2000
Moonlight Lady,2000-12-22T00:00:00Z,"eroge, fantasy anime and manga, fantasy video game, hentai, visual novel",,,tt3531628,Japan,2000
FLCL,2000-01-01T00:00:00Z,"comedy anime and manga, coming-of-age anime and manga, mecha, science fiction anime and manga",Kazuya Tsurumaki,,,Japan,2000
Shop-One,2000-01-01T00:00:00Z,,Yoshiyuki Momose,,,Japan,2000
Digimon Adventure 02,2000-01-01T00:00:00Z,action film,Shigeyasu Yamauchi,62,tt1291055,Japan,2000
Amon: The Darkside of the Devilman,2000-01-01T00:00:00Z,"horror anime and manga, splatter film, supernatural anime and manga",,,,Japan,2000
Blood: The Last Vampire,2000-01-01T00:00:00Z,"action anime and manga, fantasy anime and manga, horror anime and manga, vampire anime and manga, vampire film",Hiroyuki Kitakubo,48,tt0275230,Japan,2000
Solomon,2000-04-20T00:00:00Z,drama film,Roger Young,166,tt0143889,Germany,2000
Pokémon The Movie 2000,2000-12-21T00:00:00Z,"adventure film, fantasy film",Kunihiko Yuyama,81,tt0210234,Japan,2000
Memories of Grandma,2000-03-04T00:00:00Z,,Ayumu Watanabe,27,tt1158301,Japan,2000
Cardcaptor Sakura Movie 2: The Sealed Card,2000-07-15T00:00:00Z,"children's film, fantasy film, magical girl",Morio Asaka,79,tt0301083,Japan,2000
Mezzo Forte,2000-01-01T00:00:00Z,"action anime and manga, hentai",Yasuomi Umetsu,,tt0427531,Japan,2000
Techno Viking,2000-07-08T00:00:00Z,,,,tt4082608,Germany,2000
Bible Black,2000-07-14T00:00:00Z,"eroge, fantasy anime and manga, hentai, horror anime and manga, visual novel",,,tt0369277,Japan,2000
Escaflowne,2000-01-01T00:00:00Z,"adventure film, fantasy anime and manga, fantasy film, mecha, steampunk",Kazuki Akane,98,tt0270933,Japan,2000
Crayon Shin-chan: Jungle That Invites Storm,2000-04-22T00:00:00Z,action comedy film,Keiichi Hara,88,tt2180441,Japan,2000
Pokémon 3: The Movie,2000-07-08T00:00:00Z,"action anime, adventure anime, drama anime, family film, fantasy anime, gag anime, science fiction anime",Kunihiko Yuyama,91,tt0235679,Japan,2000
Ojamajo Doremi Sharp: The movie,2000-01-01T00:00:00Z,,Takuya Igarashi,27,tt5911078,Japan,2000
One Piece,2000-03-04T00:00:00Z,"action anime and manga, adventure anime and manga, fantasy anime and manga",Junji Shimizu,51,tt0814243,Japan,2000
My Neighbors the Yamadas,2000-12-22T00:00:00Z,comedy anime and manga,Isao Takahata,104,tt0206013,Japan,2000
A.LI.CE,2000-02-05T00:00:00Z,"science fiction anime and manga, science fiction film",,85,tt0254950,Japan,2000
Perfect Blue,2000-07-06T00:00:00Z,"mystery anime, police procedural film, thriller anime",Satoshi Kon,81,tt0156887,Japan,2000
Digimon Adventure: Our War Game!,2000-03-04T00:00:00Z,action film,Mamoru Hosoda,40,tt0313441,Japan,2000
Saiyuki,2000-01-01T00:00:00Z,"adventure anime and manga, fantasy anime and manga",,25,tt0111056,Japan,2000
Pokémon: Mewtwo Returns,2000-01-01T00:00:00Z,,Kunihiko Yuyama,74,tt0304564,Japan,2000
Feelin' So Good,2000-11-07T00:00:00Z,Latin pop,Kevin Bray,,tt0357654,United States,2000
Kai Doh Maru,2001-01-01T00:00:00Z,drama anime and manga,,,tt0446566,Japan,2001
Dragon Ball Z: Bardock – The Father of Goku,2001-10-09T00:00:00Z,"action film, adventure film",Mitsuo Hashimoto,47,tt0142245,Japan,2001
Izumo,2001-01-01T00:00:00Z,"bishōjo game, role-playing video game",,,,Japan,2001
Zaion: I Wish You Were Here,2001-01-01T00:00:00Z,"action anime and manga, adventure anime and manga, romance anime and manga, science fiction anime and manga",,27,tt2321187,Japan,2001
Él,2001-01-01T00:00:00Z,"drama anime and manga, eroge, hentai, post-apocalyptic video game, visual novel",,,,Japan,2001
Princess Mononoke,2001-04-19T00:00:00Z,"action film, anime film, anti-war film, coming-of-age film, drama film, fantasy anime, fantasy film",Hayao Miyazaki,128,tt0119698,Japan,2001
Final Fantasy: The Spirits Within,2001-07-02T00:00:00Z,"action film, fantasy film, post-apocalyptic film, science fiction film",Hironobu Sakaguchi,102,tt0173840,Japan,2001
Spirited Away,2001-04-04T00:00:00Z,"children's film, coming-of-age film, drama film, fantasy anime and manga, fantasy film, isekai, supernatural anime",Hayao Miyazaki,125,tt0245429,Japan,2001
Zone of the Enders: 2167 Idolo,2001-01-01T00:00:00Z,"drama anime and manga, mecha, romance anime and manga",,,tt0365965,Japan,2001
One Piece: Clockwork Island Adventure,2001-01-01T00:00:00Z,"action film, adventure film, comedy film",Junji Shimizu,55,tt0832449,Japan,2001
Millennium Actress,2001-07-28T00:00:00Z,"drama film, fantasy film",Satoshi Kon,83,tt0291350,Japan,2001
Metropolis,2001-05-26T00:00:00Z,"drama film, dystopian film, science fiction film",Rintaro,107,tt0293416,Japan,2001
Q4049404,2001-01-01T00:00:00Z,,,,,,2001
Memories Off 2nd,2001-01-01T00:00:00Z,"drama anime and manga, romance anime and manga, visual novel",,,,Japan,2001
Puni Puni ☆ Poemy,2001-01-01T00:00:00Z,"LGBT-related television series, adventure anime and manga, comedy anime and manga, ecchi, magical girl, science fiction anime and manga, yuri",,,tt0368185,Japan,2001
Slave Doll,2001-01-01T00:00:00Z,hentai,,,tt0362809,Japan,2001
Cat Soup,2001-02-21T00:00:00Z,"adventure anime and manga, adventure film, comedy anime and manga, comedy film",Tatsuo Satō,34,tt0385586,Japan,2001
12:00 a.m. – 1:00 a.m.,2001-11-06T00:00:00Z,,Stephen Hopkins,,tt0502165,,2001
Case Closed: Countdown to Heaven,2001-04-21T00:00:00Z,"adventure film, crime film, mystery film",Kenji Kodama,100,tt1073223,Japan,2001
Pilot,2001-06-03T00:00:00Z,,Alan Ball,62,tt0702006,United States,2001
Inuyasha the Movie: Affections Touching Across Time,2001-01-01T00:00:00Z,"fantasy film, time-travel film",Toshiya Shinohara,100,tt0322645,Japan,2001
Tommy Pickles and The Great White Thing,2001-08-07T00:00:00Z,,,,tt3748326,,2001
Initial D Extra Stage,2001-03-22T00:00:00Z,,,60,tt0400537,Japan,2001
Pokémon 4Ever,2001-07-07T00:00:00Z,"adventure film, children's film",Kunihiko Yuyama,75,tt0287635,Japan,2001
Sexy Magical Girl,2001-01-01T00:00:00Z,"hentai, visual novel",,,,Japan,2001
Malice@Doll,2001-01-01T00:00:00Z,"horror film, science fiction film",,30,tt0363277,Japan,2001
Campus,2001-01-01T00:00:00Z,"eroge, hentai, visual novel",,,,Japan,2001
Virgin Night,2001-01-01T00:00:00Z,"hentai, romance anime and manga",,,,Japan,2001
Daiakuji,2001-11-30T00:00:00Z,"bishōjo game, eroge",,,,Japan,2001
Doraemon: Nobita and the Winged Braves,2001-01-01T00:00:00Z,,Tsutomu Shibayama,93,tt0306741,Japan,2001
Pilot,2001-10-16T00:00:00Z,,David Nutter,45,tt0702990,United States,2001
Love Hina Final Selection,2001-09-05T00:00:00Z,,,,tt9477804,Japan,2001
Umacha,2001-01-01T00:00:00Z,,,,,Japan,2001
Crayon Shin-chan: Fierceness That Invites Storm! The Adult Empire Strikes Back,2001-01-01T00:00:00Z,comedy film,Keiichi Hara,90,tt0831848,Japan,2001
Mobile Suit Zeta Gundam: A New Translation: Heir to the Stars,2005-05-28T00:00:00Z,,Yoshiyuki Tomino,95,tt0435202,Japan,2005
The Ultimate Showdown of Ultimate Destiny,2005-12-22T00:00:00Z,"comedy hip-hop, comedy rock, crossover fiction, geek rock, indie pop, nerdcore, novelty music, power pop, rap rock, synth-pop",Shawn Vulliez,,tt2475916,United States,2005
Project Boobs,2005-01-01T00:00:00Z,"eroge, hentai, visual novel",,,,Japan,2005
School Rumble: Extra Class,2005-01-01T00:00:00Z,,,,,Japan,2005
Howl's Moving Castle,2005-06-17T00:00:00Z,"adventure film, anti-war film, drama film, fantasy anime and manga, fantasy film, science fiction film",Hayao Miyazaki,119,tt0347149,Japan,2005
Boin,2005-08-25T00:00:00Z,hentai,,,,Japan,2005
Crashtest,2005-01-01T00:00:00Z,,,,,Germany,2005
Munto: Toki no Kabe o Koete,2005-04-23T00:00:00Z,,Yoshiji Kigami,,,Japan,2005
Zatch Bell Movie 2: Attack of Mechavulcan,2005-08-06T00:00:00Z,,Takuya Igarashi,,tt0498519,Japan,2005
The Cat Returns,2005-07-13T00:00:00Z,"adventure anime and manga, children's film, coming-of-age film, drama anime and manga, drama film, fantasy anime and manga, fantasy film",Hiroyuki Morita,75,tt0347618,Japan,2005
The Beautiful Side of Somewhere,2005-01-01T00:00:00Z,,Jon Watts,,tt8036452,United States,2005
They’re Taking The Hobbits To Isengard,2005-01-01T00:00:00Z,,,,,,2005
Mars of Destruction,2005-05-26T00:00:00Z,"adventure video game, visual novel",,,tt2137684,Japan,2005
Bludgeoning Angel Dokuro-Chan,2005-01-01T00:00:00Z,,,,,Japan,2005
Rockman X: The Day of Sigma,2005-01-01T00:00:00Z,action anime,Atsushi Ōtsuki,25,tt4774186,Japan,2005
Kirameki Project,2005-01-01T00:00:00Z,,,,tt23355584,,2005
And Then There Were 10,2005-12-27T00:00:00Z,action television series,,,tt0769845,United States,2005
Uta Kata: Shotō no Futanatsu,2005-04-22T00:00:00Z,"fantasy anime and manga, magical girl",Keiji Gotoh,,,Japan,2005
Axel F,2005-05-01T00:00:00Z,,,3,tt8291200,Sweden,2005
The Prince of Tennis: Futari no Samurai,2005-01-29T00:00:00Z,sport film,Takayuki Hamana,65,tt1107334,Japan,2005
Go! Anpanman: Happy's Big Adventure,2005-07-16T00:00:00Z,,,,tt15684228,Japan,2005
noitulovE,2005-01-01T00:00:00Z,,,,tt11593048,United Kingdom,2005
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005-01-01T00:00:00Z,adventure anime and manga,Seiji Mizushima,105,tt0485323,Japan,2005
The Madagascar Penguins in a Christmas Caper,2005-01-01T00:00:00Z,"Christmas film, family film",Gary Trousdale,11,tt0484439,United States,2005
Tokyo Godfathers,2005-11-17T00:00:00Z,"Christmas film, LGBT-related film",Satoshi Kon,88,tt0388473,Japan,2005
Moonlight Lady,2005-04-30T00:00:00Z,fantasy video game,,,tt3531628,Japan,2005
Final Fantasy VII: Advent Children,2005-01-01T00:00:00Z,"fantasy film, science fiction film",Tetsuya Nomura,101,tt0385700,Japan,2005
33,2005-01-14T00:00:00Z,,Michael Rymer,,tt0519761,,2005
Embracing Love,2005-01-01T00:00:00Z,"romance anime and manga, yaoi",,,tt10487714,Japan,2005
Category 7: The End of the World,2005-11-06T00:00:00Z,disaster film,Dick Lowry,192,tt0468988,United States,2005
Itsudatte My Santa!,2005-01-01T00:00:00Z,ecchi,,,tt1183366,Japan,2005
Dōbutsu no Mori,2005-01-01T00:00:00Z,"adventure film, comedy film",Jōji Shimura,87,tt1190545,Japan,2005
Last Order: Final Fantasy VII,2005-01-01T00:00:00Z,"action anime and manga, action film, fantasy anime and manga, science fiction film",Morio Asaka,25,tt0489134,Japan,2005
Earthsea,2005-09-03T00:00:00Z,"drama television series, fantasy television series, television series based on a novel",Robert Lieberman,180,tt0407384,Canada,2005
Pilot,2005-08-29T00:00:00Z,,Brett Ratner,,tt0678483,United States,2005
Arashi no Yoru ni,2005-01-01T00:00:00Z,buddy film,Gisaburō Sugii,105,tt0498465,Japan,2005
One Piece: Baron Omatsuri and the Secret Island,2005-03-05T00:00:00Z,"action film, adventure film, thriller film",Mamoru Hosoda,92,tt1018764,Japan,2005
Dragon Ball Z: Broly – Second Coming,2005-04-05T00:00:00Z,"action film, adventure film, science fiction film",Shigeyasu Yamauchi,48,tt0142239,Japan,2005
Dragon Ball Z: Bio-Broly,2005-09-13T00:00:00Z,"action film, adventure film",Yoshihiro Ueda,47,tt0142234,Japan,2005
Digital Monster X-Evolution,2005-01-01T00:00:00Z,,Hiroyuki Kakudō,76,tt1415872,Japan,2005
One Man Band,2005-01-01T00:00:00Z,comedy film,"Andrew Jimenez, Mark Andrews",425,tt0479113,United States,2005
Crayon Shin-chan: The Legend Called Buri Buri 3 Minutes Charge,2005-01-01T00:00:00Z,kaiju,Yūji Mutō,92,tt2643846,Japan,2005
Naruto the Movie: Legend of the Stone of Gelel,2005-01-01T00:00:00Z,"action film, adventure film",Hirotsugu Kawasaki,97,tt0791188,Japan,2005
Harukanaru Toki no Naka de 3,2005-09-22T00:00:00Z,"adventure video game, otome game, visual novel",,,tt1175003,Japan,2005
Pope John Paul II,2005-01-01T00:00:00Z,biographical film,John Kent Harrison,127,tt0475999,Poland,2005
Pokémon: Lucario and the Mystery of Mew,2005-07-16T00:00:00Z,family film,Kunihiko Yuyama,100,tt0875609,Japan,2005
Castle in the Sky,2006-06-08T00:00:00Z,"action anime, adventure anime, adventure anime and manga, adventure film, anti-war film, children's film, coming-of-age film, fantasy anime, fantasy anime and manga, fantasy film, mecha, romance anime and manga, science fiction anime",Hayao Miyazaki,124,tt0092067,Japan,2006
Boku no Pico,2006-01-01T00:00:00Z,"hentai, otokonoko, shotacon",Katsuyoshi Yatabe,,tt1189312,Japan,2006
The Girl Who Leapt Through Time,2006-07-17T00:00:00Z,"coming-of-age film, romance anime and manga, romance film, school anime, science fiction anime, science fiction film, time-travel film",Mamoru Hosoda,100,tt0808506,Japan,2006
Origin: Spirits of the Past,2006-01-01T00:00:00Z,"post-apocalyptic film, science fiction anime and manga, science fiction film",Keiichi Sugiyama,94,tt0493247,Japan,2006
City Hunter: .357 Magnum,2006-10-25T00:00:00Z,"action film, comedy film, police film",Kenji Kodama,87,tt0097067,Japan,2006
Pale Cocoon,2006-01-01T00:00:00Z,"coming-of-age fiction, drama anime and manga, science fiction anime and manga",Yasuhiro Yoshiura,,tt1506448,Japan,2006
Paprika,2006-11-25T00:00:00Z,"cyberpunk, psychological thriller film, science fiction film, thriller film",Satoshi Kon,90,tt0851578,Japan,2006
Mobile Suit Gundam MS IGLOO,2006-01-01T00:00:00Z,"mecha, military science fiction",,,,Japan,2006
Tales from Earthsea,2006-07-29T00:00:00Z,"fantasy anime and manga, fantasy film, high fantasy",Gorō Miyazaki,115,tt0495596,Japan,2006
Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006-01-01T00:00:00Z,"action film, adventure film, fantasy film",Toshiyuki Tsuru,95,tt1071815,Japan,2006
Bleach: Memories of Nobody,2006-01-01T00:00:00Z,"action film, adventure film, fantasy film",Noriyuki Abe,93,tt1105263,Japan,2006
Bible Black,2006-11-21T00:00:00Z,"eroge, fantasy anime and manga, hentai, horror anime and manga, visual novel",,,tt0369277,Japan,2006
Detective Conan: The Private Eyes' Requiem,2006-04-15T00:00:00Z,"action film, adventure film, crime film, mystery film, thriller film",Yasuichiro Yamamoto,111,tt0498536,Japan,2006
Mizugumo Monmon,2006-01-03T00:00:00Z,"adventure film, family film",Hayao Miyazaki,15,tt0768132,Japan,2006
Harukanaru Toki no Naka de 3,2006-03-23T00:00:00Z,"adventure video game, otome game, visual novel",,,tt1175003,Japan,2006
Aquaman,2006-01-01T00:00:00Z,,Greg Beeman,42,tt0498318,United States,2006
Cream Lemon,2006-01-01T00:00:00Z,hentai,,,tt0159517,Japan,2006
